os_major_version,feature_release_version,release_full_name,release_date,build_number,kb
Windows 10,22H2,Version 22H2 (OS build 19045),2024-12-10,19045.5247,KB5048652
Windows 10,22H2,Version 22H2 (OS build 19045),2024-11-21,19045.5198,KB5046714
Windows 10,22H2,Version 22H2 (OS build 19045),2024-11-12,19045.5131,KB5046613
Windows 10,22H2,Version 22H2 (OS build 19045),2024-10-22,19045.5073,KB5045594
Windows 10,22H2,Version 22H2 (OS build 19045),2024-10-08,19045.5011,KB5044273
Windows 10,22H2,Version 22H2 (OS build 19045),2024-09-24,19045.4957,KB5043131
Windows 10,22H2,Version 22H2 (OS build 19045),2024-09-10,19045.4894,KB5043064
Windows 10,22H2,Version 22H2 (OS build 19045),2024-08-29,19045.4842,KB5041582
Windows 10,22H2,Version 22H2 (OS build 19045),2024-08-13,19045.4780,KB5041580
Windows 10,22H2,Version 22H2 (OS build 19045),2024-07-23,19045.4717,KB5040525
Windows 10,22H2,Version 22H2 (OS build 19045),2024-07-09,19045.4651,KB5040427
Windows 10,22H2,Version 22H2 (OS build 19045),2024-06-25,19045.4598,KB5039299
Windows 10,22H2,Version 22H2 (OS build 19045),2024-06-11,19045.4529,KB5039211
Windows 10,22H2,Version 22H2 (OS build 19045),2024-05-29,19045.4474,KB5037849
Windows 10,22H2,Version 22H2 (OS build 19045),2024-05-14,19045.4412,KB5037768
Windows 10,22H2,Version 22H2 (OS build 19045),2024-04-23,19045.4355,KB5036979
Windows 10,22H2,Version 22H2 (OS build 19045),2024-04-09,19045.4291,KB5036892
Windows 10,22H2,Version 22H2 (OS build 19045),2024-03-26,19045.4239,KB5035941
Windows 10,22H2,Version 22H2 (OS build 19045),2024-03-12,19045.4170,KB5035845
Windows 10,22H2,Version 22H2 (OS build 19045),2024-02-29,19045.4123,KB5034843
Windows 10,22H2,Version 22H2 (OS build 19045),2024-02-13,19045.4046,KB5034763
Windows 10,22H2,Version 22H2 (OS build 19045),2024-01-23,19045.3996,KB5034203
Windows 10,22H2,Version 22H2 (OS build 19045),2024-01-09,19045.3930,KB5034122
Windows 10,22H2,Version 22H2 (OS build 19045),2023-12-12,19045.3803,KB5033372
Windows 10,22H2,Version 22H2 (OS build 19045),2023-11-30,19045.3758,KB5032278
Windows 10,22H2,Version 22H2 (OS build 19045),2023-11-14,19045.3693,KB5032189
Windows 10,22H2,Version 22H2 (OS build 19045),2023-10-26,19045.3636,KB5031445
Windows 10,22H2,Version 22H2 (OS build 19045),2023-10-10,19045.3570,KB5031356
Windows 10,22H2,Version 22H2 (OS build 19045),2023-09-26,19045.3516,KB5030300
Windows 10,22H2,Version 22H2 (OS build 19045),2023-09-12,19045.3448,KB5030211
Windows 10,22H2,Version 22H2 (OS build 19045),2023-08-22,19045.3393,KB5029331
Windows 10,22H2,Version 22H2 (OS build 19045),2023-08-08,19045.3324,KB5029244
Windows 10,22H2,Version 22H2 (OS build 19045),2023-07-25,19045.3271,KB5028244
Windows 10,22H2,Version 22H2 (OS build 19045),2023-07-11,19045.3208,KB5028166
Windows 10,22H2,Version 22H2 (OS build 19045),2023-06-27,19045.3155,KB5027293
Windows 10,22H2,Version 22H2 (OS build 19045),2023-06-13,19045.3086,KB5027215
Windows 10,22H2,Version 22H2 (OS build 19045),2023-05-23,19045.3031,KB5026435
Windows 10,22H2,Version 22H2 (OS build 19045),2023-05-09,19045.2965,KB5026361
Windows 10,22H2,Version 22H2 (OS build 19045),2023-04-25,19045.2913,KB5025297
Windows 10,22H2,Version 22H2 (OS build 19045),2023-04-11,19045.2846,KB5025221
Windows 10,22H2,Version 22H2 (OS build 19045),2023-03-21,19045.2788,KB5023773
Windows 10,22H2,Version 22H2 (OS build 19045),2023-03-14,19045.2728,KB5023696
Windows 10,22H2,Version 22H2 (OS build 19045),2023-02-21,19045.2673,KB5022906
Windows 10,22H2,Version 22H2 (OS build 19045),2023-02-14,19045.2604,KB5022834
Windows 10,22H2,Version 22H2 (OS build 19045),2023-01-19,19045.2546,KB5019275
Windows 10,22H2,Version 22H2 (OS build 19045),2023-01-10,19045.2486,KB5022282
Windows 10,22H2,Version 22H2 (OS build 19045),2022-12-13,19045.2364,KB5021233
Windows 10,22H2,Version 22H2 (OS build 19045),2022-11-15,19045.2311,KB5020030
Windows 10,22H2,Version 22H2 (OS build 19045),2022-11-08,19045.2251,KB5019959
Windows 10,22H2,Version 22H2 (OS build 19045),2022-10-18,19045.2130
Windows 10,21H2,Version 21H2 (OS build 19044),2024-12-10,19044.5247,KB5048652
Windows 10,21H2,Version 21H2 (OS build 19044),2024-11-12,19044.5131,KB5046613
Windows 10,21H2,Version 21H2 (OS build 19044),2024-10-08,19044.5011,KB5044273
Windows 10,21H2,Version 21H2 (OS build 19044),2024-09-10,19044.4894,KB5043064
Windows 10,21H2,Version 21H2 (OS build 19044),2024-08-13,19044.4780,KB5041580
Windows 10,21H2,Version 21H2 (OS build 19044),2024-07-09,19044.4651,KB5040427
Windows 10,21H2,Version 21H2 (OS build 19044),2024-06-11,19044.4529,KB5039211
Windows 10,21H2,Version 21H2 (OS build 19044),2024-05-14,19044.4412,KB5037768
Windows 10,21H2,Version 21H2 (OS build 19044),2024-04-09,19044.4291,KB5036892
Windows 10,21H2,Version 21H2 (OS build 19044),2024-03-12,19044.4170,KB5035845
Windows 10,21H2,Version 21H2 (OS build 19044),2024-02-13,19044.4046,KB5034763
Windows 10,21H2,Version 21H2 (OS build 19044),2024-01-09,19044.3930,KB5034122
Windows 10,21H2,Version 21H2 (OS build 19044),2023-12-12,19044.3803,KB5033372
Windows 10,21H2,Version 21H2 (OS build 19044),2023-11-14,19044.3693,KB5032189
Windows 10,21H2,Version 21H2 (OS build 19044),2023-10-10,19044.3570,KB5031356
Windows 10,21H2,Version 21H2 (OS build 19044),2023-09-12,19044.3448,KB5030211
Windows 10,21H2,Version 21H2 (OS build 19044),2023-08-08,19044.3324,KB5029244
Windows 10,21H2,Version 21H2 (OS build 19044),2023-07-11,19044.3208,KB5028166
Windows 10,21H2,Version 21H2 (OS build 19044),2023-06-13,19044.3086,KB5027215
Windows 10,21H2,Version 21H2 (OS build 19044),2023-05-09,19044.2965,KB5026361
Windows 10,21H2,Version 21H2 (OS build 19044),2023-04-11,19044.2846,KB5025221
Windows 10,21H2,Version 21H2 (OS build 19044),2023-03-21,19044.2788,KB5023773
Windows 10,21H2,Version 21H2 (OS build 19044),2023-03-14,19044.2728,KB5023696
Windows 10,21H2,Version 21H2 (OS build 19044),2023-02-21,19044.2673,KB5022906
Windows 10,21H2,Version 21H2 (OS build 19044),2023-02-14,19044.2604,KB5022834
Windows 10,21H2,Version 21H2 (OS build 19044),2023-01-19,19044.2546,KB5019275
Windows 10,21H2,Version 21H2 (OS build 19044),2023-01-10,19044.2486,KB5022282
Windows 10,21H2,Version 21H2 (OS build 19044),2022-12-13,19044.2364,KB5021233
Windows 10,21H2,Version 21H2 (OS build 19044),2022-11-15,19044.2311,KB5020030
Windows 10,21H2,Version 21H2 (OS build 19044),2022-11-08,19044.2251,KB5019959
Windows 10,21H2,Version 21H2 (OS build 19044),2022-10-28,19044.2194,KB5020953
Windows 10,21H2,Version 21H2 (OS build 19044),2022-10-25,19044.2193,KB5018482
Windows 10,21H2,Version 21H2 (OS build 19044),2022-10-17,19044.2132,KB5020435
Windows 10,21H2,Version 21H2 (OS build 19044),2022-10-11,19044.2130,KB5018410
Windows 10,21H2,Version 21H2 (OS build 19044),2022-09-20,19044.2075,KB5017380
Windows 10,21H2,Version 21H2 (OS build 19044),2022-09-13,19044.2006,KB5017308
Windows 10,21H2,Version 21H2 (OS build 19044),2022-08-26,19044.1949,KB5016688
Windows 10,21H2,Version 21H2 (OS build 19044),2022-08-09,19044.1889,KB5016616
Windows 10,21H2,Version 21H2 (OS build 19044),2022-07-26,19044.1865,KB5015878
Windows 10,21H2,Version 21H2 (OS build 19044),2022-07-12,19044.1826,KB5015807
Windows 10,21H2,Version 21H2 (OS build 19044),2022-06-28,19044.1806,KB5014666
Windows 10,21H2,Version 21H2 (OS build 19044),2022-06-20,19044.1767,KB5016139
Windows 10,21H2,Version 21H2 (OS build 19044),2022-06-14,19044.1766,KB5014699
Windows 10,21H2,Version 21H2 (OS build 19044),2022-06-02,19044.1741,KB5014023
Windows 10,21H2,Version 21H2 (OS build 19044),2022-05-19,19044.1708,KB5015020
Windows 10,21H2,Version 21H2 (OS build 19044),2022-05-10,19044.1706,KB5013942
Windows 10,21H2,Version 21H2 (OS build 19044),2022-04-25,19044.1682,KB5011831
Windows 10,21H2,Version 21H2 (OS build 19044),2022-04-12,19044.1645,KB5012599
Windows 10,21H2,Version 21H2 (OS build 19044),2022-03-22,19044.1620,KB5011543
Windows 10,21H2,Version 21H2 (OS build 19044),2022-03-08,19044.1586,KB5011487
Windows 10,21H2,Version 21H2 (OS build 19044),2022-02-15,19044.1566,KB5010415
Windows 10,21H2,Version 21H2 (OS build 19044),2022-02-08,19044.1526,KB5010342
Windows 10,21H2,Version 21H2 (OS build 19044),2022-01-25,19044.1503,KB5009596
Windows 10,21H2,Version 21H2 (OS build 19044),2022-01-17,19044.1469,KB5010793
Windows 10,21H2,Version 21H2 (OS build 19044),2022-01-11,19044.1466,KB5009543
Windows 10,21H2,Version 21H2 (OS build 19044),2021-12-14,19044.1415,KB5008212
Windows 10,21H2,Version 21H2 (OS build 19044),2021-11-22,19044.1387,KB5007253
Windows 10,21H2,Version 21H2 (OS build 19044),2021-11-16,19044.1288
Windows 10,21H1,Version 21H1 (OS build 19043),2022-12-13,19043.2364,KB5021233
Windows 10,21H1,Version 21H1 (OS build 19043),2022-11-15,19043.2311,KB5020030
Windows 10,21H1,Version 21H1 (OS build 19043),2022-11-08,19043.2251,KB5019959
Windows 10,21H1,Version 21H1 (OS build 19043),2022-10-28,19043.2194,KB5020953
Windows 10,21H1,Version 21H1 (OS build 19043),2022-10-25,19043.2193,KB5018482
Windows 10,21H1,Version 21H1 (OS build 19043),2022-10-17,19043.2132,KB5020435
Windows 10,21H1,Version 21H1 (OS build 19043),2022-10-11,19043.2130,KB5018410
Windows 10,21H1,Version 21H1 (OS build 19043),2022-09-20,19043.2075,KB5017380
Windows 10,21H1,Version 21H1 (OS build 19043),2022-09-13,19043.2006,KB5017308
Windows 10,21H1,Version 21H1 (OS build 19043),2022-08-26,19043.1949,KB5016688
Windows 10,21H1,Version 21H1 (OS build 19043),2022-08-09,19043.1889,KB5016616
Windows 10,21H1,Version 21H1 (OS build 19043),2022-07-26,19043.1865,KB5015878
Windows 10,21H1,Version 21H1 (OS build 19043),2022-07-12,19043.1826,KB5015807
Windows 10,21H1,Version 21H1 (OS build 19043),2022-06-28,19043.1806,KB5014666
Windows 10,21H1,Version 21H1 (OS build 19043),2022-06-20,19043.1767,KB5016139
Windows 10,21H1,Version 21H1 (OS build 19043),2022-06-14,19043.1766,KB5014699
Windows 10,21H1,Version 21H1 (OS build 19043),2022-06-02,19043.1741,KB5014023
Windows 10,21H1,Version 21H1 (OS build 19043),2022-05-19,19043.1708,KB5015020
Windows 10,21H1,Version 21H1 (OS build 19043),2022-05-10,19043.1706,KB5013942
Windows 10,21H1,Version 21H1 (OS build 19043),2022-04-25,19043.1682,KB5011831
Windows 10,21H1,Version 21H1 (OS build 19043),2022-04-12,19043.1645,KB5012599
Windows 10,21H1,Version 21H1 (OS build 19043),2022-03-22,19043.1620,KB5011543
Windows 10,21H1,Version 21H1 (OS build 19043),2022-03-08,19043.1586,KB5011487
Windows 10,21H1,Version 21H1 (OS build 19043),2022-02-15,19043.1566,KB5010415
Windows 10,21H1,Version 21H1 (OS build 19043),2022-02-08,19043.1526,KB5010342
Windows 10,21H1,Version 21H1 (OS build 19043),2022-01-25,19043.1503,KB5009596
Windows 10,21H1,Version 21H1 (OS build 19043),2022-01-17,19043.1469,KB5010793
Windows 10,21H1,Version 21H1 (OS build 19043),2022-01-11,19043.1466,KB5009543
Windows 10,21H1,Version 21H1 (OS build 19043),2021-12-14,19043.1415,KB5008212
Windows 10,21H1,Version 21H1 (OS build 19043),2021-11-22,19043.1387,KB5007253
Windows 10,21H1,Version 21H1 (OS build 19043),2021-11-09,19043.1348,KB5007186
Windows 10,21H1,Version 21H1 (OS build 19043),2021-10-26,19043.1320,KB5006738
Windows 10,21H1,Version 21H1 (OS build 19043),2021-10-12,19043.1288,KB5006670
Windows 10,21H1,Version 21H1 (OS build 19043),2021-09-30,19043.1266,KB5005611
Windows 10,21H1,Version 21H1 (OS build 19043),2021-09-14,19043.1237,KB5005565
Windows 10,21H1,Version 21H1 (OS build 19043),2021-09-01,19043.1202,KB5005101
Windows 10,21H1,Version 21H1 (OS build 19043),2021-08-10,19043.1165,KB5005033
Windows 10,21H1,Version 21H1 (OS build 19043),2021-07-29,19043.1151,KB5004296
Windows 10,21H1,Version 21H1 (OS build 19043),2021-07-13,19043.1110,KB5004237
Windows 10,21H1,Version 21H1 (OS build 19043),2021-07-06,19043.1083,KB5004945
Windows 10,21H1,Version 21H1 (OS build 19043),2021-06-29,19043.1082,KB5004760
Windows 10,21H1,Version 21H1 (OS build 19043),2021-06-21,19043.1081,KB5003690
Windows 10,21H1,Version 21H1 (OS build 19043),2021-06-11,19043.1055,KB5004476
Windows 10,21H1,Version 21H1 (OS build 19043),2021-06-08,19043.1052,KB5003637
Windows 10,21H1,Version 21H1 (OS build 19043),2021-05-25,19043.1023,KB5003214
Windows 10,21H1,Version 21H1 (OS build 19043),2021-05-18,19043.985,KB5003173
Windows 10,20H2,Version 20H2 (OS build 19042),2023-05-09,19042.2965,KB5026361
Windows 10,20H2,Version 20H2 (OS build 19042),2023-04-11,19042.2846,KB5025221
Windows 10,20H2,Version 20H2 (OS build 19042),2023-03-21,19042.2788,KB5023773
Windows 10,20H2,Version 20H2 (OS build 19042),2023-03-14,19042.2728,KB5023696
Windows 10,20H2,Version 20H2 (OS build 19042),2023-02-21,19042.2673,KB5022906
Windows 10,20H2,Version 20H2 (OS build 19042),2023-02-14,19042.2604,KB5022834
Windows 10,20H2,Version 20H2 (OS build 19042),2023-01-19,19042.2546,KB5019275
Windows 10,20H2,Version 20H2 (OS build 19042),2023-01-10,19042.2486,KB5022282
Windows 10,20H2,Version 20H2 (OS build 19042),2022-12-13,19042.2364,KB5021233
Windows 10,20H2,Version 20H2 (OS build 19042),2022-11-15,19042.2311,KB5020030
Windows 10,20H2,Version 20H2 (OS build 19042),2022-11-08,19042.2251,KB5019959
Windows 10,20H2,Version 20H2 (OS build 19042),2022-10-28,19042.2194,KB5020953
Windows 10,20H2,Version 20H2 (OS build 19042),2022-10-25,19042.2193,KB5018482
Windows 10,20H2,Version 20H2 (OS build 19042),2022-10-17,19042.2132,KB5020435
Windows 10,20H2,Version 20H2 (OS build 19042),2022-10-11,19042.2130,KB5018410
Windows 10,20H2,Version 20H2 (OS build 19042),2022-09-20,19042.2075,KB5017380
Windows 10,20H2,Version 20H2 (OS build 19042),2022-09-13,19042.2006,KB5017308
Windows 10,20H2,Version 20H2 (OS build 19042),2022-08-26,19042.1949,KB5016688
Windows 10,20H2,Version 20H2 (OS build 19042),2022-08-09,19042.1889,KB5016616
Windows 10,20H2,Version 20H2 (OS build 19042),2022-07-26,19042.1865,KB5015878
Windows 10,20H2,Version 20H2 (OS build 19042),2022-07-12,19042.1826,KB5015807
Windows 10,20H2,Version 20H2 (OS build 19042),2022-06-28,19042.1806,KB5014666
Windows 10,20H2,Version 20H2 (OS build 19042),2022-06-20,19042.1767,KB5016139
Windows 10,20H2,Version 20H2 (OS build 19042),2022-06-14,19042.1766,KB5014699
Windows 10,20H2,Version 20H2 (OS build 19042),2022-06-02,19042.1741,KB5014023
Windows 10,20H2,Version 20H2 (OS build 19042),2022-05-19,19042.1708,KB5015020
Windows 10,20H2,Version 20H2 (OS build 19042),2022-05-10,19042.1706,KB5013942
Windows 10,20H2,Version 20H2 (OS build 19042),2022-04-25,19042.1682,KB5011831
Windows 10,20H2,Version 20H2 (OS build 19042),2022-04-12,19042.1645,KB5012599
Windows 10,20H2,Version 20H2 (OS build 19042),2022-03-22,19042.1620,KB5011543
Windows 10,20H2,Version 20H2 (OS build 19042),2022-03-08,19042.1586,KB5011487
Windows 10,20H2,Version 20H2 (OS build 19042),2022-02-15,19042.1566,KB5010415
Windows 10,20H2,Version 20H2 (OS build 19042),2022-02-08,19042.1526,KB5010342
Windows 10,20H2,Version 20H2 (OS build 19042),2022-01-25,19042.1503,KB5009596
Windows 10,20H2,Version 20H2 (OS build 19042),2022-01-17,19042.1469,KB5010793
Windows 10,20H2,Version 20H2 (OS build 19042),2022-01-11,19042.1466,KB5009543
Windows 10,20H2,Version 20H2 (OS build 19042),2021-12-14,19042.1415,KB5008212
Windows 10,20H2,Version 20H2 (OS build 19042),2021-11-22,19042.1387,KB5007253
Windows 10,20H2,Version 20H2 (OS build 19042),2021-11-09,19042.1348,KB5007186
Windows 10,20H2,Version 20H2 (OS build 19042),2021-10-26,19042.1320,KB5006738
Windows 10,20H2,Version 20H2 (OS build 19042),2021-10-12,19042.1288,KB5006670
Windows 10,20H2,Version 20H2 (OS build 19042),2021-09-30,19042.1266,KB5005611
Windows 10,20H2,Version 20H2 (OS build 19042),2021-09-14,19042.1237,KB5005565
Windows 10,20H2,Version 20H2 (OS build 19042),2021-09-01,19042.1202,KB5005101
Windows 10,20H2,Version 20H2 (OS build 19042),2021-08-10,19042.1165,KB5005033
Windows 10,20H2,Version 20H2 (OS build 19042),2021-07-29,19042.1151,KB5004296
Windows 10,20H2,Version 20H2 (OS build 19042),2021-07-13,19042.1110,KB5004237
Windows 10,20H2,Version 20H2 (OS build 19042),2021-07-06,19042.1083,KB5004945
Windows 10,20H2,Version 20H2 (OS build 19042),2021-06-29,19042.1082,KB5004760
Windows 10,20H2,Version 20H2 (OS build 19042),2021-06-21,19042.1081,KB5003690
Windows 10,20H2,Version 20H2 (OS build 19042),2021-06-11,19042.1055,KB5004476
Windows 10,20H2,Version 20H2 (OS build 19042),2021-06-08,19042.1052,KB5003637
Windows 10,20H2,Version 20H2 (OS build 19042),2021-05-25,19042.1023,KB5003214
Windows 10,20H2,Version 20H2 (OS build 19042),2021-05-11,19042.985,KB5003173
Windows 10,20H2,Version 20H2 (OS build 19042),2021-04-28,19042.964,KB5001391
Windows 10,20H2,Version 20H2 (OS build 19042),2021-04-13,19042.928,KB5001330
Windows 10,20H2,Version 20H2 (OS build 19042),2021-03-29,19042.906,KB5000842
Windows 10,20H2,Version 20H2 (OS build 19042),2021-03-18,19042.870,KB5001649
Windows 10,20H2,Version 20H2 (OS build 19042),2021-03-15,19042.868,KB5001567
Windows 10,20H2,Version 20H2 (OS build 19042),2021-03-09,19042.867,KB5000802
Windows 10,20H2,Version 20H2 (OS build 19042),2021-02-24,19042.844,KB4601382
Windows 10,20H2,Version 20H2 (OS build 19042),2021-02-09,19042.804,KB4601319
Windows 10,20H2,Version 20H2 (OS build 19042),2021-02-02,19042.789,KB4598291
Windows 10,20H2,Version 20H2 (OS build 19042),2021-01-12,19042.746,KB4598242
Windows 10,20H2,Version 20H2 (OS build 19042),2020-12-08,19042.685,KB4592438
Windows 10,20H2,Version 20H2 (OS build 19042),2020-11-30,19042.662,KB4586853
Windows 10,20H2,Version 20H2 (OS build 19042),2020-11-19,19042.631,KB4594440
Windows 10,20H2,Version 20H2 (OS build 19042),2020-11-10,19042.630,KB4586781
Windows 10,20H2,Version 20H2 (OS build 19042),2020-10-29,19042.610,KB4580364
Windows 10,20H2,Version 20H2 (OS build 19042),2020-10-20,19042.572
Windows 10,2004,Version 2004 (OS build 19041),2021-12-14,19041.1415,KB5008212
Windows 10,2004,Version 2004 (OS build 19041),2021-11-22,19041.1387,KB5007253
Windows 10,2004,Version 2004 (OS build 19041),2021-11-09,19041.1348,KB5007186
Windows 10,2004,Version 2004 (OS build 19041),2021-10-26,19041.1320,KB5006738
Windows 10,2004,Version 2004 (OS build 19041),2021-10-12,19041.1288,KB5006670
Windows 10,2004,Version 2004 (OS build 19041),2021-09-30,19041.1266,KB5005611
Windows 10,2004,Version 2004 (OS build 19041),2021-09-14,19041.1237,KB5005565
Windows 10,2004,Version 2004 (OS build 19041),2021-09-01,19041.1202,KB5005101
Windows 10,2004,Version 2004 (OS build 19041),2021-08-10,19041.1165,KB5005033
Windows 10,2004,Version 2004 (OS build 19041),2021-07-29,19041.1151,KB5004296
Windows 10,2004,Version 2004 (OS build 19041),2021-07-13,19041.1110,KB5004237
Windows 10,2004,Version 2004 (OS build 19041),2021-07-06,19041.1083,KB5004945
Windows 10,2004,Version 2004 (OS build 19041),2021-06-29,19041.1082,KB5004760
Windows 10,2004,Version 2004 (OS build 19041),2021-06-21,19041.1081,KB5003690
Windows 10,2004,Version 2004 (OS build 19041),2021-06-11,19041.1055,KB5004476
Windows 10,2004,Version 2004 (OS build 19041),2021-06-08,19041.1052,KB5003637
Windows 10,2004,Version 2004 (OS build 19041),2021-05-25,19041.1023,KB5003214
Windows 10,2004,Version 2004 (OS build 19041),2021-05-11,19041.985,KB5003173
Windows 10,2004,Version 2004 (OS build 19041),2021-04-28,19041.964,KB5001391
Windows 10,2004,Version 2004 (OS build 19041),2021-04-13,19041.928,KB5001330
Windows 10,2004,Version 2004 (OS build 19041),2021-03-29,19041.906,KB5000842
Windows 10,2004,Version 2004 (OS build 19041),2021-03-18,19041.870,KB5001649
Windows 10,2004,Version 2004 (OS build 19041),2021-03-15,19041.868,KB5001567
Windows 10,2004,Version 2004 (OS build 19041),2021-03-09,19041.867,KB5000802
Windows 10,2004,Version 2004 (OS build 19041),2021-02-24,19041.844,KB4601382
Windows 10,2004,Version 2004 (OS build 19041),2021-02-09,19041.804,KB4601319
Windows 10,2004,Version 2004 (OS build 19041),2021-02-02,19041.789,KB4598291
Windows 10,2004,Version 2004 (OS build 19041),2021-01-12,19041.746,KB4598242
Windows 10,2004,Version 2004 (OS build 19041),2020-12-08,19041.685,KB4592438
Windows 10,2004,Version 2004 (OS build 19041),2020-11-30,19041.662,KB4586853
Windows 10,2004,Version 2004 (OS build 19041),2020-11-19,19041.631,KB4594440
Windows 10,2004,Version 2004 (OS build 19041),2020-11-10,19041.630,KB4586781
Windows 10,2004,Version 2004 (OS build 19041),2020-10-29,19041.610,KB4580364
Windows 10,2004,Version 2004 (OS build 19041),2020-10-13,19041.572,KB4579311
Windows 10,2004,Version 2004 (OS build 19041),2020-10-01,19041.546,KB4577063
Windows 10,2004,Version 2004 (OS build 19041),2020-09-08,19041.508,KB4571756
Windows 10,2004,Version 2004 (OS build 19041),2020-09-03,19041.488,KB4571744
Windows 10,2004,Version 2004 (OS build 19041),2020-08-11,19041.450,KB4566782
Windows 10,2004,Version 2004 (OS build 19041),2020-07-31,19041.423,KB4568831
Windows 10,2004,Version 2004 (OS build 19041),2020-07-14,19041.388,KB4565503
Windows 10,2004,Version 2004 (OS build 19041),2020-06-18,19041.331,KB4567523
Windows 10,2004,Version 2004 (OS build 19041),2020-06-09,19041.329,KB4557957
Windows 10,2004,Version 2004 (OS build 19041),2020-05-27,19041.264
Windows 10,1909,Version 1909 (OS build 18363),2022-05-10,18363.2274,KB5013945
Windows 10,1909,Version 1909 (OS build 18363),2022-04-12,18363.2212,KB5012591
Windows 10,1909,Version 1909 (OS build 18363),2022-03-08,18363.2158,KB5011485
Windows 10,1909,Version 1909 (OS build 18363),2022-02-08,18363.2094,KB5010345
Windows 10,1909,Version 1909 (OS build 18363),2022-01-17,18363.2039,KB5010792
Windows 10,1909,Version 1909 (OS build 18363),2022-01-11,18363.2037,KB5009545
Windows 10,1909,Version 1909 (OS build 18363),2021-12-14,18363.1977,KB5008206
Windows 10,1909,Version 1909 (OS build 18363),2021-11-09,18363.1916,KB5007189
Windows 10,1909,Version 1909 (OS build 18363),2021-10-12,18363.1854,KB5006667
Windows 10,1909,Version 1909 (OS build 18363),2021-09-21,18363.1832,KB5005624
Windows 10,1909,Version 1909 (OS build 18363),2021-09-14,18363.1801,KB5005566
Windows 10,1909,Version 1909 (OS build 18363),2021-08-26,18363.1766,KB5005103
Windows 10,1909,Version 1909 (OS build 18363),2021-08-10,18363.1734,KB5005031
Windows 10,1909,Version 1909 (OS build 18363),2021-07-29,18363.1714,KB5004293
Windows 10,1909,Version 1909 (OS build 18363),2021-07-13,18363.1679,KB5004245
Windows 10,1909,Version 1909 (OS build 18363),2021-07-06,18363.1646,KB5004946
Windows 10,1909,Version 1909 (OS build 18363),2021-06-15,18363.1645,KB5003698
Windows 10,1909,Version 1909 (OS build 18363),2021-06-08,18363.1621,KB5003635
Windows 10,1909,Version 1909 (OS build 18363),2021-05-20,18363.1593,KB5003212
Windows 10,1909,Version 1909 (OS build 18363),2021-05-11,18363.1556,KB5003169
Windows 10,1909,Version 1909 (OS build 18363),2021-04-22,18363.1533,KB5001396
Windows 10,1909,Version 1909 (OS build 18363),2021-04-13,18363.1500,KB5001337
Windows 10,1909,Version 1909 (OS build 18363),2021-03-25,18363.1474,KB5000850
Windows 10,1909,Version 1909 (OS build 18363),2021-03-18,18363.1443,KB5001648
Windows 10,1909,Version 1909 (OS build 18363),2021-03-15,18363.1441,KB5001566
Windows 10,1909,Version 1909 (OS build 18363),2021-03-09,18363.1440,KB5000808
Windows 10,1909,Version 1909 (OS build 18363),2021-02-16,18363.1411,KB4601380
Windows 10,1909,Version 1909 (OS build 18363),2021-02-11,18363.1379,KB5001028
Windows 10,1909,Version 1909 (OS build 18363),2021-02-09,18363.1377,KB4601315
Windows 10,1909,Version 1909 (OS build 18363),2021-01-21,18363.1350,KB4598298
Windows 10,1909,Version 1909 (OS build 18363),2021-01-12,18363.1316,KB4598229
Windows 10,1909,Version 1909 (OS build 18363),2020-12-08,18363.1256,KB4592449
Windows 10,1909,Version 1909 (OS build 18363),2020-11-19,18363.1237,KB4586819
Windows 10,1909,Version 1909 (OS build 18363),2020-11-19,18363.1199,KB4594443
Windows 10,1909,Version 1909 (OS build 18363),2020-11-10,18363.1198,KB4586786
Windows 10,1909,Version 1909 (OS build 18363),2020-10-20,18363.1171,KB4580386
Windows 10,1909,Version 1909 (OS build 18363),2020-10-13,18363.1139,KB4577671
Windows 10,1909,Version 1909 (OS build 18363),2020-09-16,18363.1110,KB4577062
Windows 10,1909,Version 1909 (OS build 18363),2020-09-08,18363.1082,KB4574727
Windows 10,1909,Version 1909 (OS build 18363),2020-08-20,18363.1049,KB4566116
Windows 10,1909,Version 1909 (OS build 18363),2020-08-11,18363.1016,KB4565351
Windows 10,1909,Version 1909 (OS build 18363),2020-07-21,18363.997,KB4559004
Windows 10,1909,Version 1909 (OS build 18363),2020-07-14,18363.959,KB4565483
Windows 10,1909,Version 1909 (OS build 18363),2020-06-16,18363.904,KB4567512
Windows 10,1909,Version 1909 (OS build 18363),2020-06-09,18363.900,KB4560960
Windows 10,1909,Version 1909 (OS build 18363),2020-05-12,18363.836,KB4556799
Windows 10,1909,Version 1909 (OS build 18363),2020-04-21,18363.815,KB4550945
Windows 10,1909,Version 1909 (OS build 18363),2020-04-14,18363.778,KB4549951
Windows 10,1909,Version 1909 (OS build 18363),2020-03-30,18363.753,KB4554364
Windows 10,1909,Version 1909 (OS build 18363),2020-03-24,18363.752,KB4541335
Windows 10,1909,Version 1909 (OS build 18363),2020-03-12,18363.720,KB4551762
Windows 10,1909,Version 1909 (OS build 18363),2020-03-10,18363.719,KB4540673
Windows 10,1909,Version 1909 (OS build 18363),2020-02-27,18363.693,KB4535996
Windows 10,1909,Version 1909 (OS build 18363),2020-02-11,18363.657,KB4532693
Windows 10,1909,Version 1909 (OS build 18363),2020-01-28,18363.628,KB4532695
Windows 10,1909,Version 1909 (OS build 18363),2020-01-14,18363.592,KB4528760
