os_major_version,feature_release_version,release_full_name,release_date,build_number,kb
Windows 10,1607,Version 1607 (OS build 14393),2017-03-14,14393.953,KB4013429
Windows 10,1607,Version 1607 (OS build 14393),2017-01-10,14393.693,KB3213986
Windows 10,1607,Version 1607 (OS build 14393),2016-12-13,14393.576,KB3206632
Windows 10,1607,Version 1607 (OS build 14393),2016-12-09,14393.479,KB3201845
Windows 10,1607,Version 1607 (OS build 14393),2016-11-08,14393.447,KB3200970
Windows 10,1607,Version 1607 (OS build 14393),2016-10-27,14393.351,KB3197954
Windows 10,1607,Version 1607 (OS build 14393),2016-10-11,14393.321,KB3194798
Windows 10,1607,Version 1607 (OS build 14393),2016-09-29,14393.222,KB3194496
Windows 10,1607,Version 1607 (OS build 14393),2016-09-20,14393.187,KB3193494
Windows 10,1607,Version 1607 (OS build 14393),2016-09-13,14393.187,KB3189866
Windows 10,1607,Version 1607 (OS build 14393),2016-08-31,14393.105,KB3176938
Windows 10,1607,Version 1607 (OS build 14393),2016-08-23,14393.82,KB3176934
Windows 10,1607,Version 1607 (OS build 14393),2016-08-09,14393.51,KB3176495
Windows 10,1607,Version 1607 (OS build 14393),2016-08-02,14393.10,KB3176929
Windows 10,1511,Version 1511 (OS build 10586),2018-04-10,10586.1540,KB4093109
Windows 10,1511,Version 1511 (OS build 10586),2018-03-13,10586.1478,KB4088779
Windows 10,1511,Version 1511 (OS build 10586),2018-02-13,10586.1417,KB4074591
Windows 10,1511,Version 1511 (OS build 10586),2018-01-18,10586.1358,KB4075200
Windows 10,1511,Version 1511 (OS build 10586),2018-01-03,10586.1356,KB4056888
Windows 10,1511,Version 1511 (OS build 10586),2017-12-12,10586.1295,KB4053578
Windows 10,1511,Version 1511 (OS build 10586),2017-11-14,10586.1232,KB4048952
Windows 10,1511,Version 1511 (OS build 10586),2017-11-02,10586.1177,KB4052232
Windows 10,1511,Version 1511 (OS build 10586),2017-10-10,10586.1176,KB4041689
Windows 10,1511,Version 1511 (OS build 10586),2017-09-12,10586.1106,KB4038783
Windows 10,1511,Version 1511 (OS build 10586),2017-08-08,10586.1045,KB4034660
Windows 10,1511,Version 1511 (OS build 10586),2017-07-11,10586.1007,KB4025344
Windows 10,1511,Version 1511 (OS build 10586),2017-06-27,10586.965,KB4032693
Windows 10,1511,Version 1511 (OS build 10586),2017-06-13,10586.962,KB4022714
Windows 10,1511,Version 1511 (OS build 10586),2017-05-09,10586.916,KB4019473
Windows 10,1511,Version 1511 (OS build 10586),2017-04-11,10586.873,KB4015219
Windows 10,1511,Version 1511 (OS build 10586),2017-03-14,10586.839,KB4013198
Windows 10,1511,Version 1511 (OS build 10586),2017-01-10,10586.753,KB3210721
Windows 10,1511,Version 1511 (OS build 10586),2016-12-13,10586.713,KB3205386
Windows 10,1511,Version 1511 (OS build 10586),2016-11-08,10586.679,KB3198586
Windows 10,1511,Version 1511 (OS build 10586),2016-10-11,10586.633,KB3192441
Windows 10,1511,Version 1511 (OS build 10586),2016-09-13,10586.589,KB3185614
Windows 10,1511,Version 1511 (OS build 10586),2016-08-09,10586.545,KB3176493
Windows 10,1511,Version 1511 (OS build 10586),2016-07-12,10586.494,KB3172985
Windows 10,1511,Version 1511 (OS build 10586),2016-06-14,10586.420,KB3163018
Windows 10,1511,Version 1511 (OS build 10586),2016-05-10,10586.318,KB3156421
Windows 10,1511,Version 1511 (OS build 10586),2016-04-12,10586.218,KB3147458
Windows 10,1511,Version 1511 (OS build 10586),2016-03-08,10586.164,KB3140768
Windows 10,1511,Version 1511 (OS build 10586),2016-03-01,10586.122,KB3140743
Windows 10,1511,Version 1511 (OS build 10586),2016-02-09,10586.104,KB3135173
Windows 10,1511,Version 1511 (OS build 10586),2016-01-27,10586.71,KB3124262
Windows 10,1511,Version 1511 (OS build 10586),2016-01-12,10586.63,KB3124263
Windows 10,1511,Version 1511 (OS build 10586),2015-12-17,10586.36,KB3124200
Windows 10,1511,Version 1511 (OS build 10586),2015-12-08,10586.29,KB3116900
Windows 10,1511,Version 1511 (OS build 10586),2015-12-02,10586.17,KB3116908
Windows 10,1511,Version 1511 (OS build 10586),2015-11-24,10586.14,KB3120677
Windows 10,1511,Version 1511 (OS build 10586),2015-11-18,10586.11,KB3118754
Windows 10,1511,Version 1511 (OS build 10586),2015-11-10,10586.3,KB3105211
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2024-12-10,10240.20857,KB5048703
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2024-11-12,10240.20826,KB5046665
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2024-10-08,10240.20796,KB5044286
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2024-09-10,10240.20766,KB5043083
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2024-08-13,10240.20751,KB5041782
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2024-07-09,10240.20710,KB5040448
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2024-06-11,10240.20680,KB5039225
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2024-05-14,10240.20651,KB5037788
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2024-04-09,10240.20596,KB5036925
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2024-03-12,10240.20526,KB5035858
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2024-02-13,10240.20469,KB5034774
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2024-01-09,10240.20402,KB5034134
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2023-12-12,10240.20345,KB5033379
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2023-11-14,10240.20308,KB5032199
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2023-10-10,10240.20232,KB5031377
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2023-09-12,10240.20162,KB5030220
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2023-08-08,10240.20107,KB5029259
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2023-07-11,10240.20048,KB5028186
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2023-06-23,10240.19986,KB5028622
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2023-06-13,10240.19983,KB5027230
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2023-05-09,10240.19926,KB5026382
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2023-04-11,10240.19869,KB5025234
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2023-03-14,10240.19805,KB5023713
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2023-02-14,10240.19747,KB5022858
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2023-01-10,10240.19685,KB5022297
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2022-12-13,10240.19624,KB5021243
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2022-11-08,10240.19567,KB5019970
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2022-10-18,10240.19509,KB5020440
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2022-10-11,10240.19507,KB5018425
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2022-09-13,10240.19444,KB5017327
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2022-08-09,10240.19387,KB5016639
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2022-07-12,10240.19360,KB5015832
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2022-06-14,10240.19325,KB5014710
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2022-05-10,10240.19297,KB5013963
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2022-04-12,10240.19265,KB5012653
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2022-03-08,10240.19235,KB5011491
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2022-02-08,10240.19204,KB5010358
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2022-01-17,10240.19179,KB5010789
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2022-01-11,10240.19177,KB5009585
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2021-12-14,10240.19145,KB5008230
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2021-11-09,10240.19119,KB5007207
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2021-10-12,10240.19086,KB5006675
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2021-09-14,10240.19060,KB5005569
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2021-08-10,10240.19022,KB5005040
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2021-07-13,10240.19003,KB5004249
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2021-07-06,10240.18969,KB5004950
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2021-06-08,10240.18967,KB5003687
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2021-05-11,10240.18932,KB5003172
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2021-04-13,10240.18906,KB5001340
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2021-03-18,10240.18875,KB5001631
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2021-03-09,10240.18874,KB5000807
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2021-02-09,10240.18841,KB4601331
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2021-01-12,10240.18818,KB4598231
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2020-12-08,10240.18782,KB4592464
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2020-11-10,10240.18756,KB4586787
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2020-10-13,10240.18725,KB4580327
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2020-09-08,10240.18696,KB4577049
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2020-08-11,10240.18666,KB4571692
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2020-07-14,10240.18638,KB4565513
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2020-06-18,10240.18609,KB4567518
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2020-06-09,10240.18608,KB4561649
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2020-05-12,10240.18575,KB4556826
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2020-04-14,10240.18545,KB4550930
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2020-03-10,10240.18519,KB4540693
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2020-02-11,10240.18486,KB4537776
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2020-01-14,10240.18453,KB4534306
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-12-10,10240.18427,KB4530681
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-11-12,10240.18395,KB4525232
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-10-08,10240.18368,KB4520011
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-10-03,10240.18335,KB4524153
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-09-23,10240.18334,KB4522009
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-09-10,10240.18333,KB4516070
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-08-17,10240.18308,KB4517276
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-08-13,10240.18305,KB4512497
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-07-09,10240.18275,KB4507458
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-06-11,10240.18244,KB4503291
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-05-19,10240.18218,KB4505051
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-05-14,10240.18215,KB4499154
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-04-25,10240.18187,KB4498375
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-04-09,10240.18186,KB4493475
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-03-12,10240.18158,KB4489872
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-02-21,10240.18135,KB4491101
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-02-12,10240.18132,KB4487018
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2019-01-08,10240.18094,KB4480962
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2018-12-19,10240.18064,KB4483228
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2018-12-11,10240.18063,KB4471323
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2018-11-13,10240.18036,KB4467680
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2018-10-09,10240.18005,KB4462922
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2018-09-11,10240.17976,KB4457132
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2018-08-14,10240.17946,KB4343892
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2018-07-16,10240.17918,KB4345455
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2018-07-10,10240.17914,KB4338829
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2018-06-12,10240.17889,KB4284860
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2018-05-08,10240.17861,KB4103716
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2018-04-10,10240.17831,KB4093111
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2018-03-13,10240.17797,KB4088786
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2018-02-13,10240.17770,KB4074596
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2018-01-31,10240.17741,KB4077735
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2018-01-18,10240.17741,KB4075199
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2018-01-03,10240.17738,KB4056893
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2017-12-12,10240.17709,KB4053581
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2017-11-14,10240.17673,KB4048956
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2017-10-10,10240.17643,KB4042895
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2017-09-12,10240.17609,KB4038781
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2017-08-08,10240.17533,KB4034668
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2017-07-11,10240.17488,KB4025338
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2017-06-27,10240.17446,KB4032695
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2017-06-13,10240.17443,KB4022727
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2017-05-09,10240.17394,KB4019474
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2017-04-11,10240.17354,KB4015221
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2017-03-14,10240.17319,KB4012606
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2017-01-10,10240.17236,KB3210720
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2016-12-13,10240.17202,KB3205383
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2016-11-08,10240.17190,KB3198585
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2016-10-11,10240.17146,KB3192440
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2016-09-20,10240.17113,KB3193821
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2016-09-13,10240.17113,KB3185611
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2016-08-09,10240.17071,KB3176492
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2016-07-12,10240.17024,KB3163912
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2016-06-14,10240.16942,KB3163017
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2016-05-10,10240.16854,KB3156387
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2016-04-12,10240.16771,KB3147461
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2016-03-08,10240.16725,KB3140745
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2016-02-09,10240.16683,KB3135174
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2016-01-12,10240.16644,KB3124266
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2015-12-08,10240.16601,KB3116869
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2015-11-10,10240.16590,KB3105213
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2015-10-27,10240.16566,KB3105210
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2015-10-13,10240.16549,KB3097617
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2015-09-30,10240.16520,KB3093266
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2015-09-08,10240.16487,KB3081455
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2015-08-27,10240.16463,KB3081448
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2015-08-18,10240.16445,KB3081444
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2015-08-14,10240.16433,KB3081438
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2015-08-11,10240.16430,KB3081436
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2015-08-05,10240.16413,KB3081424
Windows 10,1507,Version 1507 (RTM) (OS build 10240),2015-07-29,10240.16405,KB3074683
Windows 11,24H2,Version 24H2 (OS build 26100),2024-12-10,26100.2605,KB5048667
Windows 11,24H2,Version 24H2 (OS build 26100),2024-11-21,26100.2454,KB5046740
Windows 11,24H2,Version 24H2 (OS build 26100),2024-11-12,26100.2314,KB5046617
Windows 11,24H2,Version 24H2 (OS build 26100),2024-10-24,26100.2161,KB5044384
Windows 11,24H2,Version 24H2 (OS build 26100),2024-10-08,26100.2033,KB5044284
Windows 11,24H2,Version 24H2 (OS build 26100),2024-10-01,26100.1742
Windows 11,23H2,Version 23H2 (OS build 22631),2024-12-10,22631.4602,KB5048685
Windows 11,23H2,Version 23H2 (OS build 22631),2024-11-21,22631.4541,KB5046732
Windows 11,23H2,Version 23H2 (OS build 22631),2024-11-12,22631.4460,KB5046633
Windows 11,23H2,Version 23H2 (OS build 22631),2024-10-22,22631.4391,KB5044380
Windows 11,23H2,Version 23H2 (OS build 22631),2024-10-08,22631.4317,KB5044285
Windows 11,23H2,Version 23H2 (OS build 22631),2024-09-26,22631.4249,KB5043145
Windows 11,23H2,Version 23H2 (OS build 22631),2024-09-10,22631.4169,KB5043076
Windows 11,23H2,Version 23H2 (OS build 22631),2024-08-27,22631.4112,KB5041587
Windows 11,23H2,Version 23H2 (OS build 22631),2024-08-13,22631.4037,KB5041585
Windows 11,23H2,Version 23H2 (OS build 22631),2024-07-25,22631.3958,KB5040527
Windows 11,23H2,Version 23H2 (OS build 22631),2024-07-09,22631.3880,KB5040442
Windows 11,23H2,Version 23H2 (OS build 22631),2024-06-25,22631.3810,KB5039302
Windows 11,23H2,Version 23H2 (OS build 22631),2024-06-11,22631.3737,KB5039212
Windows 11,23H2,Version 23H2 (OS build 22631),2024-05-29,22631.3672,KB5037853
Windows 11,23H2,Version 23H2 (OS build 22631),2024-05-14,22631.3593,KB5037771
Windows 11,23H2,Version 23H2 (OS build 22631),2024-04-23,22631.3527,KB5036980
Windows 11,23H2,Version 23H2 (OS build 22631),2024-04-09,22631.3447,KB5036893
Windows 11,23H2,Version 23H2 (OS build 22631),2024-03-26,22631.3374,KB5035942
Windows 11,23H2,Version 23H2 (OS build 22631),2024-03-12,22631.3296,KB5035853
Windows 11,23H2,Version 23H2 (OS build 22631),2024-02-29,22631.3235,KB5034848
Windows 11,23H2,Version 23H2 (OS build 22631),2024-02-13,22631.3155,KB5034765
Windows 11,23H2,Version 23H2 (OS build 22631),2024-01-23,22631.3085,KB5034204
Windows 11,23H2,Version 23H2 (OS build 22631),2024-01-09,22631.3007,KB5034123
Windows 11,23H2,Version 23H2 (OS build 22631),2023-12-12,22631.2861,KB5033375
Windows 11,23H2,Version 23H2 (OS build 22631),2023-12-04,22631.2792,KB5032288
Windows 11,23H2,Version 23H2 (OS build 22631),2023-11-14,22631.2715,KB5032190
Windows 11,23H2,Version 23H2 (OS build 22631),2023-10-31,22631.2506,KB5031455
Windows 11,23H2,Version 23H2 (OS build 22631),2023-10-31,22631.2428
Windows 11,22H2,Version 22H2 (OS build 22621),2024-12-10,22621.4602,KB5048685
Windows 11,22H2,Version 22H2 (OS build 22621),2024-11-21,22621.4541,KB5046732
Windows 11,22H2,Version 22H2 (OS build 22621),2024-11-12,22621.4460,KB5046633
Windows 11,22H2,Version 22H2 (OS build 22621),2024-10-22,22621.4391,KB5044380
Windows 11,22H2,Version 22H2 (OS build 22621),2024-10-08,22621.4317,KB5044285
Windows 11,22H2,Version 22H2 (OS build 22621),2024-09-26,22621.4249,KB5043145
Windows 11,22H2,Version 22H2 (OS build 22621),2024-09-10,22621.4169,KB5043076
Windows 11,22H2,Version 22H2 (OS build 22621),2024-08-27,22621.4112,KB5041587
Windows 11,22H2,Version 22H2 (OS build 22621),2024-08-13,22621.4037,KB5041585
Windows 11,22H2,Version 22H2 (OS build 22621),2024-07-25,22621.3958,KB5040527
Windows 11,22H2,Version 22H2 (OS build 22621),2024-07-09,22621.3880,KB5040442
Windows 11,22H2,Version 22H2 (OS build 22621),2024-06-25,22621.3810,KB5039302
Windows 11,22H2,Version 22H2 (OS build 22621),2024-06-11,22621.3737,KB5039212
Windows 11,22H2,Version 22H2 (OS build 22621),2024-05-29,22621.3672,KB5037853
Windows 11,22H2,Version 22H2 (OS build 22621),2024-05-14,22621.3593,KB5037771
Windows 11,22H2,Version 22H2 (OS build 22621),2024-04-23,22621.3527,KB5036980
Windows 11,22H2,Version 22H2 (OS build 22621),2024-04-09,22621.3447,KB5036893
Windows 11,22H2,Version 22H2 (OS build 22621),2024-03-26,22621.3374,KB5035942
Windows 11,22H2,Version 22H2 (OS build 22621),2024-03-12,22621.3296,KB5035853
Windows 11,22H2,Version 22H2 (OS build 22621),2024-02-29,22621.3235,KB5034848
Windows 11,22H2,Version 22H2 (OS build 22621),2024-02-13,22621.3155,KB5034765
Windows 11,22H2,Version 22H2 (OS build 22621),2024-01-23,22621.3085,KB5034204
Windows 11,22H2,Version 22H2 (OS build 22621),2024-01-09,22621.3007,KB5034123
Windows 11,22H2,Version 22H2 (OS build 22621),2023-12-12,22621.2861,KB5033375
Windows 11,22H2,Version 22H2 (OS build 22621),2023-12-04,22621.2792,KB5032288
Windows 11,22H2,Version 22H2 (OS build 22621),2023-11-14,22621.2715,KB5032190
Windows 11,22H2,Version 22H2 (OS build 22621),2023-10-26,22621.2506,KB5031455
Windows 11,22H2,Version 22H2 (OS build 22621),2023-10-10,22621.2428,KB5031354
Windows 11,22H2,Version 22H2 (OS build 22621),2023-09-26,22621.2361,KB5030310
Windows 11,22H2,Version 22H2 (OS build 22621),2023-09-12,22621.2283,KB5030219
Windows 11,22H2,Version 22H2 (OS build 22621),2023-08-22,22621.2215,KB5029351
Windows 11,22H2,Version 22H2 (OS build 22621),2023-08-08,22621.2134,KB5029263
Windows 11,22H2,Version 22H2 (OS build 22621),2023-07-26,22621.2070,KB5028254
Windows 11,22H2,Version 22H2 (OS build 22621),2023-07-11,22621.1992,KB5028185
Windows 11,22H2,Version 22H2 (OS build 22621),2023-06-27,22621.1928,KB5027303
Windows 11,22H2,Version 22H2 (OS build 22621),2023-06-13,22621.1848,KB5027231
Windows 11,22H2,Version 22H2 (OS build 22621),2023-05-24,22621.1778,KB5026446
Windows 11,22H2,Version 22H2 (OS build 22621),2023-05-09,22621.1702,KB5026372
Windows 11,22H2,Version 22H2 (OS build 22621),2023-04-25,22621.1635,KB5025305
Windows 11,22H2,Version 22H2 (OS build 22621),2023-04-11,22621.1555,KB5025239
Windows 11,22H2,Version 22H2 (OS build 22621),2023-03-28,22621.1485,KB5023778
Windows 11,22H2,Version 22H2 (OS build 22621),2023-03-14,22621.1413,KB5023706
Windows 11,22H2,Version 22H2 (OS build 22621),2023-02-28,22621.1344,KB5022913
Windows 11,22H2,Version 22H2 (OS build 22621),2023-02-14,22621.1265,KB5022845
Windows 11,22H2,Version 22H2 (OS build 22621),2023-01-26,22621.1194,KB5022360
Windows 11,22H2,Version 22H2 (OS build 22621),2023-01-10,22621.1105,KB5022303
Windows 11,22H2,Version 22H2 (OS build 22621),2022-12-13,22621.963,KB5021255
Windows 11,22H2,Version 22H2 (OS build 22621),2022-11-29,22621.900,KB5020044
Windows 11,22H2,Version 22H2 (OS build 22621),2022-11-08,22621.819,KB5019980
Windows 11,22H2,Version 22H2 (OS build 22621),2022-10-25,22621.755,KB5018496
Windows 11,22H2,Version 22H2 (OS build 22621),2022-10-18,22621.675,KB5019509
Windows 11,22H2,Version 22H2 (OS build 22621),2022-10-11,22621.674,KB5018427
Windows 11,22H2,Version 22H2 (OS build 22621),2022-09-30,22621.608,KB5017389
Windows 11,22H2,Version 22H2 (OS build 22621),2022-09-27,22621.525,KB5019311
Windows 11,22H2,Version 22H2 (OS build 22621),2022-09-20,22621.521
Windows 11,21H2,Version 21H2 (OS build 22000),2024-10-08,22000.3260,KB5044280
Windows 11,21H2,Version 21H2 (OS build 22000),2024-09-10,22000.3197,KB5043067
Windows 11,21H2,Version 21H2 (OS build 22000),2024-08-13,22000.3147,KB5041592
Windows 11,21H2,Version 21H2 (OS build 22000),2024-07-09,22000.3079,KB5040431
Windows 11,21H2,Version 21H2 (OS build 22000),2024-06-11,22000.3019,KB5039213
Windows 11,21H2,Version 21H2 (OS build 22000),2024-05-14,22000.2960,KB5037770
Windows 11,21H2,Version 21H2 (OS build 22000),2024-04-09,22000.2899,KB5036894
Windows 11,21H2,Version 21H2 (OS build 22000),2024-03-12,22000.2836,KB5035854
Windows 11,21H2,Version 21H2 (OS build 22000),2024-02-13,22000.2777,KB5034766
Windows 11,21H2,Version 21H2 (OS build 22000),2024-01-09,22000.2713,KB5034121
Windows 11,21H2,Version 21H2 (OS build 22000),2023-12-12,22000.2652,KB5033369
Windows 11,21H2,Version 21H2 (OS build 22000),2023-11-14,22000.2600,KB5032192
Windows 11,21H2,Version 21H2 (OS build 22000),2023-10-10,22000.2538,KB5031358
Windows 11,21H2,Version 21H2 (OS build 22000),2023-09-26,22000.2482,KB5030301
Windows 11,21H2,Version 21H2 (OS build 22000),2023-09-12,22000.2416,KB5030217
Windows 11,21H2,Version 21H2 (OS build 22000),2023-08-22,22000.2360,KB5029332
Windows 11,21H2,Version 21H2 (OS build 22000),2023-08-08,22000.2295,KB5029253
Windows 11,21H2,Version 21H2 (OS build 22000),2023-07-25,22000.2245,KB5028245
Windows 11,21H2,Version 21H2 (OS build 22000),2023-07-11,22000.2176,KB5028182
Windows 11,21H2,Version 21H2 (OS build 22000),2023-06-28,22000.2124,KB5027292
Windows 11,21H2,Version 21H2 (OS build 22000),2023-06-13,22000.2057,KB5027223
Windows 11,21H2,Version 21H2 (OS build 22000),2023-05-23,22000.2003,KB5026436
Windows 11,21H2,Version 21H2 (OS build 22000),2023-05-09,22000.1936,KB5026368
Windows 11,21H2,Version 21H2 (OS build 22000),2023-04-25,22000.1880,KB5025298
Windows 11,21H2,Version 21H2 (OS build 22000),2023-04-11,22000.1817,KB5025224
Windows 11,21H2,Version 21H2 (OS build 22000),2023-03-28,22000.1761,KB5023774
Windows 11,21H2,Version 21H2 (OS build 22000),2023-03-14,22000.1696,KB5023698
Windows 11,21H2,Version 21H2 (OS build 22000),2023-02-21,22000.1641,KB5022905
Windows 11,21H2,Version 21H2 (OS build 22000),2023-02-14,22000.1574,KB5022836
Windows 11,21H2,Version 21H2 (OS build 22000),2023-01-19,22000.1516,KB5019274
Windows 11,21H2,Version 21H2 (OS build 22000),2023-01-10,22000.1455,KB5022287
Windows 11,21H2,Version 21H2 (OS build 22000),2022-12-13,22000.1335,KB5021234
Windows 11,21H2,Version 21H2 (OS build 22000),2022-11-15,22000.1281,KB5019157
Windows 11,21H2,Version 21H2 (OS build 22000),2022-11-08,22000.1219,KB5019961
